PARAM01,PARAM02,PARAM03,PARAM04,PARAM05,PARAM06,PARAM07,LABEL
'NEGEDGE','-9V','PIN03','TEST15.SOF','7845','???',1283',1
'NEGEDGE','-2V','PIN04','TEST08.SOF','7205','/TESTPATH/PR14','6984',2
'NEGEDGE','-5V','PIN02','TEST20.SOF','9842','/TESTPATH/PR14',1828',2
'POSEDGE','-2V','PIN01','TEST15.SOF','9417','???','7798',1
'NEGEDGE','-3V','PIN02','TEST08.SOF','7565','/TESTPATH/PR01','4880',1
'POSEDGE','-3V','PIN03','TEST20.SOF',2458','/TESTPATH/PR01','9554',2
'NEGEDGE','-2V','PIN01','TEST15.SOF','8592','/TESTPATH/PR14','8374',2
'NEGEDGE','-5V','PIN02','TEST15.SOF','9769','/TESTPATH/PR14','4672',2
'NEGEDGE','-3V','PIN01','TEST08.SOF','4673','/TESTPATH/PR01','4482',2
'POSEDGE','-3V','PIN04','TEST15.SOF','6762','/TESTPATH/PR02',1807',2
'POSEDGE','-2V','PIN01','TEST08.SOF','4572','???','6255',1
'NEGEDGE','-9V','PIN01','TEST01.SOF',2118','/TESTPATH/PR14','3779',2
'NEGEDGE','-3V','PIN04','TEST15.SOF',2094','???','3554',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','8534','/TESTPATH/PR01','9251',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','6766','/TESTPATH/PR01','5191',2
'POSEDGE','-5V','PIN01','TEST20.SOF','3458','/TESTPATH/PR14',2666',2
'POSEDGE','-2V','PIN01','TEST08.SOF',1359','/TESTPATH/PR02','4709',1
'POSEDGE','-5V','PIN03','TEST08.SOF','3399','???','8145',2
'POSEDGE','-9V','PIN04','TEST15.SOF','4232','/TESTPATH/PR01','5675',1
'POSEDGE','-2V','PIN01','TEST20.SOF','4765','/TESTPATH/PR14','9347',2
'POSEDGE','-3V','PIN02','TEST20.SOF',2256','???','6052',1
'POSEDGE','-2V','PIN03','TEST15.SOF','9982','???',2922',2
'NEGEDGE','-2V','PIN01','TEST15.SOF','8373','/TESTPATH/PR02',1708',1
'NEGEDGE','-3V','PIN01','TEST08.SOF','9655','/TESTPATH/PR14','4471',1
'NEGEDGE','-3V','PIN02','TEST08.SOF',1634','/TESTPATH/PR02',1767',1
'POSEDGE','-3V','PIN02','TEST01.SOF','4117','/TESTPATH/PR01','9613',2
'POSEDGE','-9V','PIN04','TEST01.SOF','5912','/TESTPATH/PR02','4384',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','8878','/TESTPATH/PR01','5331',1
'NEGEDGE','-3V','PIN03','TEST20.SOF','3448','???','8930',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','7032','/TESTPATH/PR01',1125',2
'POSEDGE','-5V','PIN02','TEST08.SOF','3685','/TESTPATH/PR01','7744',2
'POSEDGE','-9V','PIN04','TEST15.SOF',2028','/TESTPATH/PR01','8804',2
'NEGEDGE','-5V','PIN03','TEST08.SOF','6114','/TESTPATH/PR02',1221',2
'POSEDGE','-9V','PIN03','TEST08.SOF','9412','???','7399',2
'POSEDGE','-3V','PIN01','TEST08.SOF','6872','???','8689',2
'NEGEDGE','-9V','PIN04','TEST08.SOF','3498','/TESTPATH/PR02',1718',1
'POSEDGE','-5V','PIN02','TEST15.SOF','6212','/TESTPATH/PR02','8374',1
'POSEDGE','-5V','PIN01','TEST08.SOF','4075','/TESTPATH/PR01','8776',1
'POSEDGE','-5V','PIN02','TEST01.SOF','6791','/TESTPATH/PR01','5262',2
'NEGEDGE','-5V','PIN03','TEST20.SOF','6691','/TESTPATH/PR02','5784',2
'POSEDGE','-3V','PIN04','TEST15.SOF','4583','/TESTPATH/PR01','6679',2
'NEGEDGE','-9V','PIN02','TEST20.SOF','8219','/TESTPATH/PR01',2667',2
'POSEDGE','-3V','PIN03','TEST08.SOF','7313','/TESTPATH/PR01','5402',1
'NEGEDGE','-5V','PIN03','TEST08.SOF',1389','/TESTPATH/PR01','9387',2
'NEGEDGE','-5V','PIN03','TEST15.SOF','7209','/TESTPATH/PR14','5621',1
'POSEDGE','-9V','PIN01','TEST15.SOF',1723','???','3203',2
'NEGEDGE','-9V','PIN04','TEST08.SOF','4718','/TESTPATH/PR02','9806',2
'NEGEDGE','-5V','PIN04','TEST08.SOF',1044','/TESTPATH/PR02','3345',2
'NEGEDGE','-2V','PIN01','TEST15.SOF','7627','/TESTPATH/PR14','6889',2
'POSEDGE','-5V','PIN03','TEST01.SOF',2193','???',2790',2
'POSEDGE','-9V','PIN03','TEST01.SOF','3421','/TESTPATH/PR02','4381',2
'POSEDGE','-2V','PIN04','TEST15.SOF',2998','/TESTPATH/PR02','3150',1
'POSEDGE','-5V','PIN03','TEST08.SOF','5315','/TESTPATH/PR01','9944',2
'NEGEDGE','-9V','PIN01','TEST20.SOF','5183','???','5047',1
'NEGEDGE','-5V','PIN01','TEST15.SOF',2773','/TESTPATH/PR01','6535',1
'NEGEDGE','-5V','PIN03','TEST20.SOF','7656','/TESTPATH/PR14','7464',1
'POSEDGE','-9V','PIN04','TEST20.SOF','4585','/TESTPATH/PR14','7173',1
'NEGEDGE','-2V','PIN03','TEST20.SOF',2876','/TESTPATH/PR14','3742',1
'NEGEDGE','-9V','PIN03','TEST20.SOF','8598','???',1555',2
'POSEDGE','-9V','PIN02','TEST08.SOF','4718','/TESTPATH/PR14','4857',1
'POSEDGE','-2V','PIN03','TEST01.SOF','7039','???','8164',2
'NEGEDGE','-3V','PIN04','TEST01.SOF','7449','/TESTPATH/PR14','3118',1
'POSEDGE','-3V','PIN04','TEST15.SOF','9793','/TESTPATH/PR14','3521',1
'POSEDGE','-5V','PIN02','TEST08.SOF','9325','/TESTPATH/PR01','4521',1
'POSEDGE','-9V','PIN03','TEST15.SOF','4876','/TESTPATH/PR02','5694',1
'POSEDGE','-3V','PIN01','TEST08.SOF','4823','???','5119',1
'POSEDGE','-9V','PIN03','TEST20.SOF','4150','/TESTPATH/PR01','9082',2
'POSEDGE','-3V','PIN04','TEST01.SOF','9606','/TESTPATH/PR02','8638',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','5535','/TESTPATH/PR02','8405',2
'POSEDGE','-5V','PIN03','TEST08.SOF','9438','/TESTPATH/PR14','4234',2
'NEGEDGE','-9V','PIN04','TEST20.SOF','4620','/TESTPATH/PR01','6815',1
'POSEDGE','-5V','PIN01','TEST08.SOF',2693','???','4658',1
'NEGEDGE','-2V','PIN03','TEST15.SOF',1665','/TESTPATH/PR02','3112',1
'POSEDGE','-9V','PIN03','TEST20.SOF','5215','???','9043',1
'POSEDGE','-9V','PIN04','TEST20.SOF','9303','???','8575',2
'POSEDGE','-5V','PIN04','TEST01.SOF','3177','/TESTPATH/PR14','4124',1
'POSEDGE','-2V','PIN04','TEST01.SOF','8415','/TESTPATH/PR01','8109',1
'POSEDGE','-2V','PIN02','TEST08.SOF','6073','/TESTPATH/PR14','9734',1
'POSEDGE','-9V','PIN04','TEST20.SOF','6171','/TESTPATH/PR02','6201',1
'NEGEDGE','-9V','PIN02','TEST20.SOF',2546','/TESTPATH/PR14','4509',1
'NEGEDGE','-2V','PIN03','TEST15.SOF',2250','???',2248',1
'NEGEDGE','-2V','PIN04','TEST20.SOF',1464','/TESTPATH/PR01','5962',1
'NEGEDGE','-5V','PIN01','TEST01.SOF','9756','/TESTPATH/PR02','9854',2
'NEGEDGE','-3V','PIN02','TEST20.SOF',1824','/TESTPATH/PR14',2789',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','8718','???','4001',2
'POSEDGE','-3V','PIN02','TEST15.SOF','6603','/TESTPATH/PR01','4049',2
'NEGEDGE','-2V','PIN03','TEST01.SOF',2229','/TESTPATH/PR01','7390',2
'POSEDGE','-9V','PIN04','TEST01.SOF','9608','/TESTPATH/PR02','6425',1
'NEGEDGE','-9V','PIN01','TEST15.SOF','4432','/TESTPATH/PR14',1083',2
'NEGEDGE','-3V','PIN01','TEST15.SOF','7744','/TESTPATH/PR01','8277',2
'POSEDGE','-3V','PIN01','TEST15.SOF',1225','/TESTPATH/PR02','7810',1
'NEGEDGE','-3V','PIN03','TEST01.SOF','7004','/TESTPATH/PR01','3046',1
'POSEDGE','-5V','PIN02','TEST01.SOF',2685','???','6188',2
'POSEDGE','-5V','PIN02','TEST08.SOF','6761','/TESTPATH/PR14','9015',1
'POSEDGE','-2V','PIN02','TEST20.SOF','7006','/TESTPATH/PR14','7524',2
'POSEDGE','-2V','PIN01','TEST08.SOF',1564','/TESTPATH/PR02','6397',2
'POSEDGE','-9V','PIN03','TEST15.SOF','3030','/TESTPATH/PR14',2482',2
'NEGEDGE','-5V','PIN02','TEST08.SOF',1209','/TESTPATH/PR14','9354',2
'POSEDGE','-3V','PIN03','TEST20.SOF','4435','/TESTPATH/PR02','8607',1
'NEGEDGE','-5V','PIN04','TEST01.SOF','3709','/TESTPATH/PR14','6676',2
'POSEDGE','-3V','PIN04','TEST01.SOF','3242','/TESTPATH/PR14','5693',2
'NEGEDGE','-9V','PIN01','TEST01.SOF','9086','???',2571',2
'POSEDGE','-2V','PIN04','TEST20.SOF','3311','???','4110',2
'POSEDGE','-5V','PIN03','TEST08.SOF',2869','/TESTPATH/PR01','5506',1
'POSEDGE','-3V','PIN03','TEST20.SOF','8152','/TESTPATH/PR02','6061',2
'NEGEDGE','-2V','PIN03','TEST15.SOF','4155','/TESTPATH/PR02','5666',1
'NEGEDGE','-5V','PIN01','TEST20.SOF','3507','???','4940',2
'POSEDGE','-3V','PIN01','TEST01.SOF',1019','/TESTPATH/PR14','6939',2
'POSEDGE','-5V','PIN02','TEST08.SOF','5376','/TESTPATH/PR01',2155',2
'POSEDGE','-5V','PIN04','TEST20.SOF','4590','/TESTPATH/PR01','3993',2
'NEGEDGE','-9V','PIN01','TEST01.SOF',2123','/TESTPATH/PR01','6536',1
'NEGEDGE','-9V','PIN02','TEST01.SOF','5531','/TESTPATH/PR14',2106',2
'POSEDGE','-3V','PIN04','TEST08.SOF',2098','/TESTPATH/PR01','3706',1
'NEGEDGE','-5V','PIN03','TEST15.SOF',2867','???','9219',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','7190','/TESTPATH/PR01','8438',2
'POSEDGE','-9V','PIN01','TEST20.SOF','4921','/TESTPATH/PR14','5528',1
'NEGEDGE','-3V','PIN03','TEST15.SOF','4761','/TESTPATH/PR01','9979',1
'POSEDGE','-2V','PIN04','TEST01.SOF',2894','/TESTPATH/PR02',2161',1
'POSEDGE','-5V','PIN03','TEST08.SOF','8056','/TESTPATH/PR02','7247',1
'POSEDGE','-3V','PIN04','TEST20.SOF','5510','/TESTPATH/PR02',1923',1
'NEGEDGE','-3V','PIN04','TEST20.SOF',2566','/TESTPATH/PR02','7006',2
'POSEDGE','-5V','PIN04','TEST01.SOF','4315','???','8179',1
'NEGEDGE','-5V','PIN01','TEST01.SOF','3590','/TESTPATH/PR14','9587',1
'POSEDGE','-2V','PIN04','TEST08.SOF','3189','???','9622',2
'POSEDGE','-3V','PIN02','TEST15.SOF','4019','???','4386',2
'NEGEDGE','-2V','PIN03','TEST15.SOF','3341','/TESTPATH/PR02','5486',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','6373','/TESTPATH/PR02','5311',1
'POSEDGE','-5V','PIN03','TEST15.SOF','8370','/TESTPATH/PR01','3414',2
'NEGEDGE','-5V','PIN01','TEST01.SOF',2432','/TESTPATH/PR01','9816',2
'POSEDGE','-2V','PIN01','TEST20.SOF','8108','???','8667',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','5867','???','8635',2
'NEGEDGE','-3V','PIN02','TEST20.SOF','7419','/TESTPATH/PR14','6470',2
'POSEDGE','-3V','PIN02','TEST08.SOF','5590','/TESTPATH/PR14','4439',1
'POSEDGE','-9V','PIN01','TEST01.SOF',1697','/TESTPATH/PR02','3418',1
'POSEDGE','-2V','PIN04','TEST15.SOF',1204','/TESTPATH/PR02','6812',2
'NEGEDGE','-3V','PIN02','TEST08.SOF','8206','/TESTPATH/PR02',2257',2
'POSEDGE','-2V','PIN02','TEST01.SOF','6938','/TESTPATH/PR01','8080',2
'NEGEDGE','-9V','PIN02','TEST20.SOF',2359','/TESTPATH/PR02',1148',1
'NEGEDGE','-5V','PIN01','TEST01.SOF','6019','/TESTPATH/PR14','7803',1
'POSEDGE','-5V','PIN01','TEST01.SOF','6350','/TESTPATH/PR02','6392',1
'NEGEDGE','-2V','PIN02','TEST20.SOF',1091','???','5715',2
'POSEDGE','-9V','PIN03','TEST20.SOF',1197','/TESTPATH/PR14',1012',2
'POSEDGE','-5V','PIN03','TEST20.SOF','3961','/TESTPATH/PR01','5502',2
'NEGEDGE','-2V','PIN01','TEST08.SOF','5295','/TESTPATH/PR02','7269',1
'POSEDGE','-3V','PIN01','TEST15.SOF','6316','???',2978',1
'NEGEDGE','-3V','PIN03','TEST15.SOF','8862','/TESTPATH/PR14',2932',2
'POSEDGE','-2V','PIN02','TEST08.SOF','9534','/TESTPATH/PR02','6130',2
'POSEDGE','-3V','PIN04','TEST15.SOF','4014','/TESTPATH/PR14','4318',1
'NEGEDGE','-5V','PIN04','TEST20.SOF',2066','/TESTPATH/PR14','4260',1
'POSEDGE','-9V','PIN02','TEST01.SOF','5176','/TESTPATH/PR14',1154',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','5938','/TESTPATH/PR02','6272',2
'NEGEDGE','-5V','PIN02','TEST01.SOF','8653','???',2951',1
'NEGEDGE','-9V','PIN03','TEST15.SOF','8360','/TESTPATH/PR14','7186',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','3257','/TESTPATH/PR14','5253',1
'POSEDGE','-5V','PIN03','TEST20.SOF','8075','/TESTPATH/PR14',1941',1
'NEGEDGE','-5V','PIN02','TEST20.SOF','3889','/TESTPATH/PR14',1529',2
'NEGEDGE','-5V','PIN03','TEST20.SOF','5408','/TESTPATH/PR14','8434',2
'NEGEDGE','-9V','PIN02','TEST15.SOF','7756','???','9640',1
'NEGEDGE','-9V','PIN01','TEST08.SOF','7384','/TESTPATH/PR14','8952',2
'POSEDGE','-5V','PIN03','TEST15.SOF','5340','/TESTPATH/PR02','4559',2
'NEGEDGE','-9V','PIN02','TEST01.SOF',1841','/TESTPATH/PR01','7277',1
'NEGEDGE','-3V','PIN02','TEST01.SOF','6474','/TESTPATH/PR02',2321',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','3880','???','5309',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','4790','???','6699',2
'POSEDGE','-2V','PIN01','TEST20.SOF','9232','/TESTPATH/PR14','4002',2
'NEGEDGE','-5V','PIN01','TEST01.SOF','6422','???','3860',1
'NEGEDGE','-5V','PIN03','TEST08.SOF','9946','/TESTPATH/PR02','7623',2
'NEGEDGE','-9V','PIN02','TEST20.SOF','6506','/TESTPATH/PR02','3434',1
'NEGEDGE','-3V','PIN04','TEST01.SOF','3176','/TESTPATH/PR02','3268',1
'POSEDGE','-2V','PIN04','TEST20.SOF','6896','???','6275',1
'NEGEDGE','-2V','PIN02','TEST15.SOF','9259','/TESTPATH/PR14',2786',1
'NEGEDGE','-5V','PIN02','TEST01.SOF','9803','/TESTPATH/PR01','6257',1
'NEGEDGE','-5V','PIN01','TEST15.SOF','6020','???','5239',1
'POSEDGE','-3V','PIN01','TEST01.SOF','4315','???','8366',1
'NEGEDGE','-3V','PIN02','TEST08.SOF','6299','/TESTPATH/PR14','3202',1
'NEGEDGE','-3V','PIN01','TEST01.SOF','9378','/TESTPATH/PR01','4986',2
'POSEDGE','-3V','PIN04','TEST08.SOF','3996','/TESTPATH/PR01','8520',2
'POSEDGE','-3V','PIN01','TEST15.SOF','5354','/TESTPATH/PR01','9687',2
'POSEDGE','-9V','PIN03','TEST08.SOF',2551','/TESTPATH/PR14',2831',2
'POSEDGE','-3V','PIN04','TEST15.SOF',1220','/TESTPATH/PR01',2384',2
'POSEDGE','-3V','PIN02','TEST08.SOF','8535','/TESTPATH/PR14','6618',2
'POSEDGE','-2V','PIN03','TEST15.SOF',1955','/TESTPATH/PR02','7710',2
'POSEDGE','-3V','PIN02','TEST15.SOF','4009','/TESTPATH/PR02','3290',1
'POSEDGE','-5V','PIN03','TEST08.SOF','6267','/TESTPATH/PR14','9089',1
'NEGEDGE','-9V','PIN01','TEST08.SOF','3325','/TESTPATH/PR14','9116',1
'NEGEDGE','-3V','PIN03','TEST15.SOF','6380','/TESTPATH/PR02','6287',1
'NEGEDGE','-9V','PIN03','TEST01.SOF','6840','/TESTPATH/PR14','3296',1
'POSEDGE','-5V','PIN04','TEST15.SOF','6298','/TESTPATH/PR14',1354',1
'POSEDGE','-9V','PIN01','TEST01.SOF',1915','/TESTPATH/PR01','9728',2
'POSEDGE','-9V','PIN03','TEST08.SOF',1450','/TESTPATH/PR01','8058',1
'NEGEDGE','-9V','PIN01','TEST20.SOF','5803','???','6102',1
'NEGEDGE','-9V','PIN01','TEST15.SOF','8577','/TESTPATH/PR01','3015',2
'POSEDGE','-9V','PIN04','TEST01.SOF','6372','/TESTPATH/PR01','4209',2
'NEGEDGE','-3V','PIN01','TEST08.SOF',1265','/TESTPATH/PR14',2597',1
'POSEDGE','-9V','PIN02','TEST15.SOF','3051','/TESTPATH/PR02','3331',1
'POSEDGE','-9V','PIN01','TEST01.SOF','8669','???','3922',2
'NEGEDGE','-5V','PIN04','TEST01.SOF',1257','/TESTPATH/PR02','7852',1
'POSEDGE','-9V','PIN02','TEST20.SOF','4516','/TESTPATH/PR01','4869',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','3322','/TESTPATH/PR02',1405',2
'NEGEDGE','-2V','PIN01','TEST01.SOF','9870','???','9066',2
'NEGEDGE','-5V','PIN04','TEST20.SOF','8065','/TESTPATH/PR14','9247',2
'NEGEDGE','-2V','PIN02','TEST15.SOF','3552','/TESTPATH/PR02','6164',1
'POSEDGE','-2V','PIN01','TEST15.SOF','9576','/TESTPATH/PR14','9138',2
'NEGEDGE','-5V','PIN02','TEST08.SOF',2291','/TESTPATH/PR02','4900',1
'POSEDGE','-5V','PIN04','TEST01.SOF','8223','/TESTPATH/PR02','7354',1
'POSEDGE','-5V','PIN04','TEST01.SOF',2391','/TESTPATH/PR02','5348',2
'NEGEDGE','-3V','PIN04','TEST08.SOF','6033','/TESTPATH/PR02','5522',1
'NEGEDGE','-9V','PIN02','TEST20.SOF','4167','/TESTPATH/PR01',2573',2
'NEGEDGE','-3V','PIN03','TEST01.SOF','6302','/TESTPATH/PR02','8148',2
'NEGEDGE','-2V','PIN01','TEST15.SOF',2896','/TESTPATH/PR14','6917',2
'NEGEDGE','-2V','PIN03','TEST08.SOF','7878','/TESTPATH/PR14','6501',1
'POSEDGE','-2V','PIN01','TEST08.SOF','8231','/TESTPATH/PR01','7748',2
'POSEDGE','-9V','PIN03','TEST08.SOF','6695','/TESTPATH/PR01','4770',2
'POSEDGE','-9V','PIN04','TEST15.SOF',2168','/TESTPATH/PR14','8278',1
'NEGEDGE','-5V','PIN02','TEST15.SOF','9549','???','4200',2
'NEGEDGE','-9V','PIN04','TEST15.SOF','5406','/TESTPATH/PR14',2772',1
'NEGEDGE','-9V','PIN01','TEST01.SOF','5682','/TESTPATH/PR14','4181',1
'POSEDGE','-2V','PIN02','TEST15.SOF','3479','???','9815',1
'NEGEDGE','-3V','PIN03','TEST15.SOF','3362','/TESTPATH/PR14','3171',1
'NEGEDGE','-2V','PIN01','TEST01.SOF',2173','???','4139',2
'POSEDGE','-5V','PIN01','TEST08.SOF','5021','/TESTPATH/PR01','4973',1
'POSEDGE','-9V','PIN04','TEST20.SOF',1918','/TESTPATH/PR02','5353',1
'NEGEDGE','-9V','PIN01','TEST08.SOF',1935','/TESTPATH/PR14','5977',2
'POSEDGE','-2V','PIN03','TEST15.SOF','4211','/TESTPATH/PR14',1651',1
'POSEDGE','-2V','PIN02','TEST08.SOF',1135','/TESTPATH/PR14','9744',2
'POSEDGE','-9V','PIN03','TEST08.SOF','3426','/TESTPATH/PR01',1304',2
'POSEDGE','-3V','PIN01','TEST08.SOF','3837','???','8573',2
'NEGEDGE','-2V','PIN02','TEST20.SOF','5909','???',2076',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','9185','???','6961',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','7862','/TESTPATH/PR01','8258',1
'POSEDGE','-9V','PIN02','TEST08.SOF','8549','/TESTPATH/PR02','4342',2
'POSEDGE','-2V','PIN04','TEST01.SOF','3912','/TESTPATH/PR14','5225',1
'POSEDGE','-5V','PIN03','TEST01.SOF','5554','???','3043',2
'POSEDGE','-3V','PIN01','TEST08.SOF','4298','/TESTPATH/PR01','4544',1
'NEGEDGE','-9V','PIN02','TEST20.SOF','7020','/TESTPATH/PR02','4174',2
'POSEDGE','-3V','PIN01','TEST20.SOF','6655','???',2377',1
'POSEDGE','-5V','PIN01','TEST08.SOF','3147','/TESTPATH/PR14','3407',2
'NEGEDGE','-9V','PIN03','TEST15.SOF','5733','/TESTPATH/PR02','3822',2
'NEGEDGE','-3V','PIN03','TEST20.SOF',1689','/TESTPATH/PR14',2900',2
'NEGEDGE','-3V','PIN01','TEST01.SOF','3518','/TESTPATH/PR01','5791',2
'POSEDGE','-5V','PIN04','TEST20.SOF','8407','/TESTPATH/PR14','9300',2
'NEGEDGE','-9V','PIN04','TEST20.SOF','5975','/TESTPATH/PR02',1908',2
'NEGEDGE','-9V','PIN01','TEST20.SOF',1958','???','5430',2
'NEGEDGE','-5V','PIN04','TEST20.SOF','3595','/TESTPATH/PR14','3394',1
'NEGEDGE','-9V','PIN03','TEST01.SOF','5517','/TESTPATH/PR02','4119',2
'NEGEDGE','-9V','PIN04','TEST20.SOF','6586','???','5492',1
'POSEDGE','-9V','PIN04','TEST20.SOF','7829','/TESTPATH/PR14','3245',2
'POSEDGE','-2V','PIN01','TEST20.SOF','7973','/TESTPATH/PR14',1516',2
'NEGEDGE','-3V','PIN02','TEST15.SOF','7746','/TESTPATH/PR02','5642',1
'NEGEDGE','-2V','PIN03','TEST01.SOF',1576','/TESTPATH/PR02','6895',2
'POSEDGE','-3V','PIN03','TEST01.SOF','7869','/TESTPATH/PR14','3031',2
'NEGEDGE','-2V','PIN01','TEST20.SOF','7346','/TESTPATH/PR14','3993',1
'NEGEDGE','-3V','PIN03','TEST01.SOF','7241','???','8592',1
'POSEDGE','-5V','PIN01','TEST15.SOF','7931','/TESTPATH/PR14','6516',2
'POSEDGE','-9V','PIN01','TEST08.SOF',1466','/TESTPATH/PR02','6233',1
'POSEDGE','-2V','PIN04','TEST01.SOF',1962','/TESTPATH/PR02','7731',2
'NEGEDGE','-3V','PIN04','TEST08.SOF','5196','/TESTPATH/PR14',1913',2
'NEGEDGE','-9V','PIN01','TEST20.SOF',1124','/TESTPATH/PR02','8000',2
'POSEDGE','-3V','PIN01','TEST01.SOF','6867','/TESTPATH/PR01','9414',2
'NEGEDGE','-5V','PIN01','TEST15.SOF','4988','/TESTPATH/PR14','9587',1
'NEGEDGE','-5V','PIN04','TEST08.SOF',1640','/TESTPATH/PR02','6377',2
'NEGEDGE','-5V','PIN01','TEST20.SOF','5201','/TESTPATH/PR01','6901',1
'NEGEDGE','-3V','PIN03','TEST08.SOF',2174','/TESTPATH/PR14',2964',1
'POSEDGE','-2V','PIN03','TEST15.SOF','7952','???','4708',1
'POSEDGE','-2V','PIN02','TEST01.SOF',2693','/TESTPATH/PR14','5560',1
'POSEDGE','-3V','PIN03','TEST01.SOF','3668','/TESTPATH/PR02','4874',1
'NEGEDGE','-9V','PIN02','TEST08.SOF',1688','/TESTPATH/PR02','4316',2
'POSEDGE','-5V','PIN01','TEST01.SOF','9222','/TESTPATH/PR01',1337',2
'NEGEDGE','-5V','PIN03','TEST01.SOF','4173','/TESTPATH/PR01','6401',2
'NEGEDGE','-2V','PIN02','TEST08.SOF','7102','/TESTPATH/PR14',2167',1
'NEGEDGE','-5V','PIN03','TEST20.SOF',1013','/TESTPATH/PR14',1176',1
'NEGEDGE','-2V','PIN03','TEST15.SOF','4912','/TESTPATH/PR01','3427',1
'NEGEDGE','-5V','PIN04','TEST01.SOF','3864','/TESTPATH/PR14','7098',1
'POSEDGE','-3V','PIN03','TEST15.SOF','6514','/TESTPATH/PR01',1237',1
'POSEDGE','-5V','PIN04','TEST20.SOF','5037','/TESTPATH/PR02','6086',1
'NEGEDGE','-5V','PIN01','TEST08.SOF','4645','/TESTPATH/PR02','6997',1
'NEGEDGE','-9V','PIN04','TEST01.SOF','3390','/TESTPATH/PR02','3742',1
'NEGEDGE','-9V','PIN02','TEST01.SOF',2876','/TESTPATH/PR01','9752',1
'NEGEDGE','-9V','PIN01','TEST15.SOF','3496','/TESTPATH/PR14',1056',2
'NEGEDGE','-9V','PIN02','TEST08.SOF','8892','/TESTPATH/PR14','6650',1
'NEGEDGE','-5V','PIN02','TEST15.SOF','6935','???','8600',1
'POSEDGE','-5V','PIN04','TEST20.SOF','5254','???','5048',2
'NEGEDGE','-2V','PIN04','TEST01.SOF','7290','/TESTPATH/PR02',2575',2
'POSEDGE','-3V','PIN04','TEST01.SOF','5028','/TESTPATH/PR02','8673',2
'NEGEDGE','-2V','PIN03','TEST08.SOF','3671','/TESTPATH/PR14','7397',1
'POSEDGE','-2V','PIN01','TEST01.SOF',1103','???','6656',2
'NEGEDGE','-5V','PIN03','TEST08.SOF',1394','???',1690',2
'POSEDGE','-2V','PIN04','TEST20.SOF',2173','???','7955',2
'POSEDGE','-3V','PIN02','TEST20.SOF','6266','/TESTPATH/PR01','9807',1
'POSEDGE','-2V','PIN04','TEST08.SOF',1340','/TESTPATH/PR01','6932',1
'NEGEDGE','-5V','PIN04','TEST01.SOF','3533','/TESTPATH/PR01','6722',1
'POSEDGE','-2V','PIN04','TEST20.SOF','7884','/TESTPATH/PR02',1807',1
'POSEDGE','-9V','PIN02','TEST01.SOF',1694','/TESTPATH/PR02','5304',2
'POSEDGE','-2V','PIN04','TEST01.SOF','6925','???','6798',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','9993','/TESTPATH/PR14','7490',2
'NEGEDGE','-3V','PIN04','TEST08.SOF','4593','/TESTPATH/PR02','3093',1
'NEGEDGE','-3V','PIN03','TEST01.SOF','6803','???','8023',2
'NEGEDGE','-2V','PIN03','TEST15.SOF','3997','/TESTPATH/PR02','5339',2
'NEGEDGE','-3V','PIN04','TEST08.SOF','6781','/TESTPATH/PR02','8954',2
'NEGEDGE','-5V','PIN04','TEST08.SOF','7058','/TESTPATH/PR01','9256',1
'NEGEDGE','-9V','PIN04','TEST08.SOF','8797','/TESTPATH/PR14','9928',1
'POSEDGE','-9V','PIN01','TEST15.SOF','6727','/TESTPATH/PR02',1740',2
'POSEDGE','-2V','PIN02','TEST01.SOF','4456','/TESTPATH/PR14','6240',1
'NEGEDGE','-5V','PIN04','TEST08.SOF','4961','/TESTPATH/PR01','3619',2
'NEGEDGE','-2V','PIN01','TEST01.SOF','7583','/TESTPATH/PR02','3273',1
'NEGEDGE','-9V','PIN03','TEST20.SOF','5833','/TESTPATH/PR14','9445',1
'POSEDGE','-3V','PIN03','TEST01.SOF','6047','/TESTPATH/PR01','8799',1
'NEGEDGE','-2V','PIN03','TEST01.SOF','4313','/TESTPATH/PR01',2506',1
'POSEDGE','-3V','PIN02','TEST15.SOF','6441','/TESTPATH/PR02','7212',1
'POSEDGE','-3V','PIN03','TEST08.SOF','5806','/TESTPATH/PR01','4346',2
'POSEDGE','-9V','PIN01','TEST15.SOF','9141','/TESTPATH/PR02','4806',1
'NEGEDGE','-5V','PIN04','TEST01.SOF',1408','???','7103',2
'NEGEDGE','-5V','PIN04','TEST01.SOF','4885','/TESTPATH/PR01','4460',1
